"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response","slider_start"
"","1065","ITC_21","ITC","survey-multi-choice-vertical","478","614818","0.0-433.0","{""Q0"":""21. Un amigo(a) te pide prestado(a) una prenda de ropa.  ¿Qué crees que harías?""}","{""Q0"":"" Se la prestas si sabes que realmente la necesita""}",""
"","899","ITC_22","ITC","survey-multi-choice-vertical","479","615722","0.0-434.0","{""Q0"":""22. Un(a) compañero(a) de tu clase está teniendo un problema en su casa y en su rendimiento universitario . ¿Qué crees que harías?""}","{""Q0"":"" Acuerdas con la persona una tarifa razonable para ayudarlo""}",""
"","1062","ITC_23","ITC","survey-multi-choice-vertical","480","616788","0.0-435.0","{""Q0"":""23. Estás en el segundo piso de un edificio y notas a un hombre con problemas de equililbrio y apartentando estar en problemas. ¿Qué crees que harías?""}","{""Q0"":"" Vas en ayuda sólo si lo reconoces como alguien conocido""}",""
"","845","ITC_24","ITC","survey-multi-choice-vertical","481","617638","0.0-436.0","{""Q0"":""24. Estando solo(a) en tu casa, escuchas afuera a una mujer pidiendo ayuda. ¿Qué crees que harías?""}","{""Q0"":"" Estás seguro de que alquien más ha escuchado por lo que esperas""}",""
"","959","ITC_25","ITC","survey-multi-choice-vertical","482","618604","0.0-437.0","{""Q0"":""25. Yendo hacia la universidad ve a una persona de tu mismo sexo y similar edad con problemas en su auto. ¿Qué crees que harías?""}","{""Q0"":"" Continúas tu viaje""}",""
"","949","ITC_26","ITC","survey-multi-choice-vertical","483","619557","0.0-438.0","{""Q0"":""26. Cuando eres requerido(a) como voluntario(a) para una tarea en la que no recibirás pago. ¿Qué crees que harías?""}","{""Q0"":"" Lo evitas o pospones la respuesta""}",""
"","965","ITC_27","ITC","survey-multi-choice-vertical","484","620526","0.0-439.0","{""Q0"":""27. Una anciana parada en una esquina aparenta estar perdida. ¿Qué crees que harías?""}","{""Q0"":"" La ayudas solo si está bien vestida""}",""
"","897","ITC_28","ITC","survey-multi-choice-vertical","485","621429","0.0-440.0","{""Q0"":""28. Un grupo de compañeros tuyos organizó un evento de llamado \""como todo lo que puedas\"" a beneficiencia de una institución de caridad. ¿Qué crees que harías?""}","{""Q0"":"" Compras la entrada sin intención de ir""}",""
"","934","ITC_29","ITC","survey-multi-choice-vertical","486","622367","0.0-441.0","{""Q0"":""29. Una persona \""hace dedo\"" tarde en la noche. Está lloviendo y hay pocos autos en el camino. ¿Qué crees que harías?""}","{""Q0"":"" Continúas manejando por seguridad""}",""
"","924","ITC_30","ITC","survey-multi-choice-vertical","487","623298","0.0-442.0","{""Q0"":""30. Estás en una sala de espera con otra persona. Si escuchas un grito en la sala de al lado y la otra persona no hace nada. ¿Qué crees que harías?""}","{""Q0"":"" Esperas a ver si los gritos continuan""}",""
"","1039","ITC_31","ITC","survey-multi-choice-vertical","488","624341","0.0-443.0","{""Q0"":""31. ¿A cual grupo sería más probable que te unas?""}","{""Q0"":"" A un club dedicado a actividades de ocio""}",""
"","880","ITC_32","ITC","survey-multi-choice-vertical","489","625226","0.0-444.0","{""Q0"":""32. En una calle desierta una persona pobremente vestida te pide una moneda. ¿Qué crees que harías?""}","{""Q0"":"" Le das la moneda sin hacer preguntas""}",""
"","897","ITC_33","ITC","survey-multi-choice-vertical","490","626129","0.0-445.0","{""Q0"":""33. ¿Cuál de las siguientes alternativas te prepresenta mejor?""}","{""Q0"":"" Solucionar tus propios problemas sin ayuda del resto""}",""
"","926","ITC_34","ITC","survey-multi-choice-vertical","491","627063","0.0-446.0","{""Q0"":""34. Si eres requerido(a) como voluntario (a) para una causa social por la que recibirás pago. ¿Qué crees que harías?""}","{""Q0"":"" Serías voluntario(a) pero no aceptas el pago""}",""
"","908","ITC_35","ITC","survey-multi-choice-vertical","492","627977","0.0-447.0","{""Q0"":""35. Un amigo de otra universidad visita a tu compañero de pieza el fin de semana. El quiere usar tu ticket de almuerzo para comer en la cafetería gratis. ¿Qué crees que harías?""}","{""Q0"":"" Le prestas tu ticket si tu compañero promete que hará lo mismo por ti alguna vez""}",""
