"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response","slider_start"
"","947","ITC_26","ITC","survey-multi-choice-vertical","483","607462","0.0-438.0","{""Q0"":""26. Cuando eres requerido(a) como voluntario(a) para una tarea en la que no recibirás pago. ¿Qué crees que harías?""}","{""Q0"":"" Explicas que no estás de acuerdo con los objetivos que se buscan por lo que no podrás participar""}",""
"","853","ITC_27","ITC","survey-multi-choice-vertical","484","608320","0.0-439.0","{""Q0"":""27. Una anciana parada en una esquina aparenta estar perdida. ¿Qué crees que harías?""}","{""Q0"":"" La ayudas solo si está bien vestida""}",""
"","932","ITC_28","ITC","survey-multi-choice-vertical","485","609256","0.0-440.0","{""Q0"":""28. Un grupo de compañeros tuyos organizó un evento de llamado \""como todo lo que puedas\"" a beneficiencia de una institución de caridad. ¿Qué crees que harías?""}","{""Q0"":"" Compras la entrada y vas""}",""
"","879","ITC_29","ITC","survey-multi-choice-vertical","486","610140","0.0-441.0","{""Q0"":""29. Una persona \""hace dedo\"" tarde en la noche. Está lloviendo y hay pocos autos en el camino. ¿Qué crees que harías?""}","{""Q0"":"" Continúas manejando y evitas mirar a la persona""}",""
"","913","ITC_30","ITC","survey-multi-choice-vertical","487","611058","0.0-442.0","{""Q0"":""30. Estás en una sala de espera con otra persona. Si escuchas un grito en la sala de al lado y la otra persona no hace nada. ¿Qué crees que harías?""}","{""Q0"":"" Abandonas la sala de espera""}",""
"","908","ITC_31","ITC","survey-multi-choice-vertical","488","611972","0.0-443.0","{""Q0"":""31. ¿A cual grupo sería más probable que te unas?""}","{""Q0"":"" A un club dedicado principalmente ayudar a los demás""}",""
"","974","ITC_32","ITC","survey-multi-choice-vertical","489","612951","0.0-444.0","{""Q0"":""32. En una calle desierta una persona pobremente vestida te pide una moneda. ¿Qué crees que harías?""}","{""Q0"":"" No le das dinero""}",""
"","941","ITC_33","ITC","survey-multi-choice-vertical","490","613902","0.0-445.0","{""Q0"":""33. ¿Cuál de las siguientes alternativas te prepresenta mejor?""}","{""Q0"":"" Me gusta ayudar a quienes están dispuestos a ayudarme""}",""
"","898","ITC_34","ITC","survey-multi-choice-vertical","491","614806","0.0-446.0","{""Q0"":""34. Si eres requerido(a) como voluntario (a) para una causa social por la que recibirás pago. ¿Qué crees que harías?""}","{""Q0"":"" Serías voluntario(a) y aceptarías el pago""}",""
"","1067","ITC_35","ITC","survey-multi-choice-vertical","492","615879","0.0-447.0","{""Q0"":""35. Un amigo de otra universidad visita a tu compañero de pieza el fin de semana. El quiere usar tu ticket de almuerzo para comer en la cafetería gratis. ¿Qué crees que harías?""}","{""Q0"":"" Prestas tu ticket de almuerzo y te quedas sin almorzar""}",""
