"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","button_pressed","condition_within","slider_start","response"
"","236.76999999949476","HRPVBpost_09_00","HRPVBpost","html-button-response","281","142236","0.0-247.0-0.5","Lesión de la vagina","0","Lesión de la vagina","",""
"","358.45499999960884","HRPVBpost_09_02","HRPVBpost","html-slider-response","282","142596","0.0-247.0-1.5","vaginal","","Lesión de la vagina; vaginal","50","50.2"
"","355.9449999993376","HRPVBpost_09_01","HRPVBpost","html-slider-response","283","142953","0.0-247.0-2.5","cesarea","","Lesión de la vagina; cesarea","50","47.2"
"","224.50500000015018","HRPVBpost_11_00","HRPVBpost","html-button-response","284","143179","0.0-247.0-0.6","Depresión post parto","0","Depresión post parto","",""
"","353.88500000044587","HRPVBpost_11_01","HRPVBpost","html-slider-response","285","143534","0.0-247.0-1.6","cesarea","","Depresión post parto; cesarea","50","49.8"
"","370.59000000046217","HRPVBpost_11_02","HRPVBpost","html-slider-response","286","143906","0.0-247.0-2.6","vaginal","","Depresión post parto; vaginal","50","53.9"
"[{""page_index"":0,""viewing_time"":234}]","234","Instructions_01","HRPVBpost","instructions","287","144140","0.0-248.0","","","","",""
"","220.62000000005355","HRPVBpost_01_00","HRPVBpost","html-button-response","288","144362","0.0-249.0-0.0","Problemas respiratorios del recién nacido","0","Problemas respiratorios del recién nacido","",""
"","380.52500000048894","HRPVBpost_01_01","HRPVBpost","html-slider-response","289","144743","0.0-249.0-1.0","cesarea","","Problemas respiratorios del recién nacido; cesarea","50","45.4"
"","394.02999999944586","HRPVBpost_01_02","HRPVBpost","html-slider-response","290","145139","0.0-249.0-2.0","vaginal","","Problemas respiratorios del recién nacido; vaginal","50","53.6"
"","227.47999999954482","HRPVBpost_03_00","HRPVBpost","html-button-response","291","145367","0.0-249.0-0.1","Hospitalización en cuidados intensivos neonatales","0","Hospitalización en cuidados intensivos neonatales","",""
"","369.23500000010245","HRPVBpost_03_01","HRPVBpost","html-slider-response","292","145737","0.0-249.0-1.1","cesarea","","Hospitalización en cuidados intensivos neonatales; cesarea","50","47.5"
"","379.48499999949127","HRPVBpost_03_02","HRPVBpost","html-slider-response","293","146118","0.0-249.0-2.1","vaginal","","Hospitalización en cuidados intensivos neonatales; vaginal","50","55"
"","235.23999999996158","HRPVBpost_04_00","HRPVBpost","html-button-response","294","146354","0.0-249.0-0.2","Dificultades para inicio temprano de lactancia materna","0","Dificultades para inicio temprano de lactancia materna","",""
"","378.0850000002538","HRPVBpost_04_01","HRPVBpost","html-slider-response","295","146733","0.0-249.0-1.2","cesarea","","Dificultades para inicio temprano de lactancia materna; cesarea","50","50.9"
"","375.1549999997078","HRPVBpost_04_02","HRPVBpost","html-slider-response","296","147110","0.0-249.0-2.2","vaginal","","Dificultades para inicio temprano de lactancia materna; vaginal","50","46.7"
"","228.61000000013155","HRPVBpost_02_00","HRPVBpost","html-button-response","297","147339","0.0-249.0-0.3","Lesión en el cerebro del bebe por falta de oxígeno","0","Lesión en el cerebro del bebe por falta de oxígeno","",""
"","384.85000000035507","HRPVBpost_02_02","HRPVBpost","html-slider-response","298","147725","0.0-249.0-1.3","vaginal","","Lesión en el cerebro del bebe por falta de oxígeno; vaginal","50","53.5"
"","378.8249999997788","HRPVBpost_02_01","HRPVBpost","html-slider-response","299","148105","0.0-249.0-2.3","cesarea","","Lesión en el cerebro del bebe por falta de oxígeno; cesarea","50","46.9"
